Market Code,Supplier,Supplier Depot,Price List ID, Price List Name,SKU,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,Price,Units per Case, Converted To,Unit Price, Purchaser Units Attached
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11276",1597543,"Drinks","Soft Drinks","Mixers","Three Cents Soda Water : Pineapple",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11273",1597542,"Drinks","Soft Drinks","Mixers","Three Cents Soda Water : Cherry",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11875",1379065,"Drinks","Fruit Juice","Fruit Juice","Kulana Juice : Cranberry",,"Kulana",,"8x1.5ltr",8.0000,1,"1.500","ltr",,23%,"13.79","12.0000000","ltr","1.1492","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","30818",1352345,"Drinks","Beer","Alcopops and Premixed Drinks","West Coast Cooler Rose : Can",,"West Coast Cooler",,"24x250ml",24.0000,1,"250.000","ml",,23%,"42.80","6.0000000","ltr","7.1333","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","30817",1351558,"Drinks","Beer","Alcopops and Premixed Drinks","West Coast Cooler Original : Can",,"West Coast Cooler",,"24x250ml",24.0000,1,"250.000","ml",,23%,"42.80","6.0000000","ltr","7.1333","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11166",1334687,"Drinks","Soft Drinks","Mixers","Schweppes Soda Water : Pink",,"Schweppes",,"24x200ml",24.0000,1,"200.000","ml",,23%,"13.46","4.8000000","ltr","2.8042","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11465",1285018,"Drinks","Soft Drinks","Minerals & Splits","Cidona Cidona : Can",,"Cidona",,"24x440ml",24.0000,1,"440.000","ml",,23%,"21.35","10.5600000","ltr","2.0218","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11917",1208866,"Drinks","Soft Drinks","Minerals & Splits","Coca Cola Coca Cola : Zero : PET",,"Coca Cola",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"14.00","12.0000000","ltr","1.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11913",1189076,"Drinks","Soft Drinks","Minerals & Splits","McDaids White : Lemonade",,"McDaids",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"8.78","12.0000000","ltr","0.7317","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11850",1187702,"Drinks","Soft Drinks","Fruit Drinks","Sanor Orange : Cordial",,"Sanor",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"12.18","12.0000000","ltr","1.015","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11918",1184698,"Drinks","Soft Drinks","Minerals & Splits","Fanta Orange : Fanta",,"Fanta",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"13.68","12.0000000","ltr","1.14","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11263",1172815,"Drinks","Soft Drinks","Energy","Monster Original : Energy Drink",,"Monster",,"24x250ml",24.0000,1,"250.000","ml",,23%,"21.00","6.0000000","ltr","3.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11915",1171134,"Drinks","Soft Drinks","Minerals & Splits","Coca Cola Coke",,"Coca Cola",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"16.50","12.0000000","ltr","1.375","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11265",1161490,"Drinks","Soft Drinks","Energy","Monster Mango Loco Can : Energy Drink",,"Monster",,"24x250ml",24.0000,1,"250.000","ml",,23%,"21.00","6.0000000","ltr","3.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11193",1158278,"Drinks","Soft Drinks","Fruit Drinks","Britvic Orange : Juice : NRB",,"Britvic",,"24x200ml",24.0000,1,"200.000","ml",,23%,"17.96","4.8000000","ltr","3.7417","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11194",1155626,"Drinks","Soft Drinks","Fruit Drinks","Britvic Cranberry : Juice : NRB",,"Britvic",,"24x200ml",24.0000,1,"200.000","ml",,23%,"18.74","4.8000000","ltr","3.9042","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11264",1111417,"Drinks","Soft Drinks","Energy","Monster Ultra Zero Can : Energy Drink",,"Monster",,"24x250ml",24.0000,1,"250.000","ml",,23%,"20.00","6.0000000","ltr","3.3333","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11606",1086228,"Drinks","Soft Drinks","Minerals & Splits","Coca Cola Zero : Coke : Contour",,"Coca Cola",,"24x500ml",24.0000,1,"500.000","ml",,23%,"22.19","12.0000000","ltr","1.8492","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11455",1086218,"Drinks","Soft Drinks","Minerals & Splits","Coca Cola Coke : Zero : Can",,"Coca Cola",,"24x330ml",24.0000,1,"330.000","ml",,23%,"14.00","7.9200000","ltr","1.7677","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11180",1085919,"Drinks","Soft Drinks","Minerals & Splits","Schweppes Crisp : Tonic Water : Signature Collection",,"Schweppes",,"24x200ml",24.0000,1,"200.000","ml",,23%,"19.44","4.8000000","ltr","4.05","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11912",1016135,"Drinks","Soft Drinks","Minerals & Splits","McDaids Red : Lemonade",,"McDaids",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"8.78","12.0000000","ltr","0.7317","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11720",989179,"Drinks","Water","Water - Sparkling","River Rock Sparkling : Water : Glass",,"River Rock",,"12x750ml",12.0000,1,"750.000","ml",,23%,"24.17","9.0000000","ltr","2.6856","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11929",988606,"Drinks","Soft Drinks","Minerals & Splits","Club Soft Drink : Orange",,"Club",,"12x1.25ltr",12.0000,1,"1.250","ltr",,23%,"17.41","15.0000000","ltr","1.1607","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11636",978489,"Drinks","Water","Water - Still","Ishka Water : Spring",,"Ishka",,"24x500ml",24.0000,1,"500.000","ml",,23%,"6.65","12.0000000","ltr","0.5542","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11621",939762,"Drinks","Water","Water - Still","River Rock Water : Plastic : Still",,"River Rock",,"24x500ml",24.0000,1,"500.000","ml",,23%,,,"12.0000000","ltr","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11851",902740,"Drinks","Soft Drinks","Fruit Drinks","Sanor Lime : Cordial",,"Sanor",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"12.18","12.0000000","ltr","1.015","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11462",889601,"Drinks","Soft Drinks","Minerals & Splits","Sprite Zero : Can",,"Sprite",,"24x330ml",24.0000,1,"330.000","ml",,23%,,,"7.9200000","ltr","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11928",762962,"Drinks","Soft Drinks","Minerals & Splits","7Up 7 Up",,"7Up",,"12x1.25ltr",12.0000,1,"1.250","ltr",,23%,"20.90","15.0000000","ltr","1.3933","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11852",740271,"Drinks","Concentrate","Squash & Cordial","Sanor Blackcurrant : Cordial",,"Sanor",,"12x1ltr",12.0000,1,"1.000","ltr",,23%,"12.18","12.0000000","ltr","1.015","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","30030",734159,"Drinks","Cider","Cider - Bottle/Can","Bulmers Cider : Original : NRB",,"Bulmers",,"4x6x330ml",4.0000,6,"330.000","ml",,23%,"36.35","7.9200000","ltr","4.5896","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Water","Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11730",721737,"Drinks","Water","Water - Sparkling","Ballygowan Sparkling : Water : Glass",,"Ballygowan",,"12x750ml",12.0000,1,"750.000","ml",,23%,"13.50","9.0000000","ltr","1.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11721",721727,"Drinks","Water","Water - Still","River Rock Still Water : Glass",,"River Rock",,"12x750ml",12.0000,1,"750.000","ml",,23%,"17.50","9.0000000","ltr","1.9444","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11021",717302,"Drinks","Soft Drinks","Mixers","Schweppes Soda Water : NRB",,"Schweppes",,"24x125ml",24.0000,1,"125.000","ml",,23%,"10.49","3.0000000","ltr","3.4967","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","20613",712976,"Drinks","Beer","Beer - Bottle/Can","Smithwicks Beer : NRB",,"Smithwicks",,"12x568ml",12.0000,1,"568.000","ml",,23%,"24.25","6.8160000","ltr","3.5578","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","20610",706545,"Drinks","Beer","Beer - Bottle/Can","Guinness Beer : Pint : NRB",,"Guinness",,"12x568ml",12.0000,1,"568.000","ml",,23%,"24.22","6.8160000","ltr","3.5534","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Squash, Cordial & Fruit Juices","Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11105",702909,"Drinks","Soft Drinks","Minerals & Splits","Sprite Zero : NRB",,"Sprite",,"24x200ml",24.0000,1,"200.000","ml",,23%,"11.73","4.8000000","ltr","2.4438","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","30200",696349,"Drinks","Cider","Cider - Bottle/Can","Orchard Thieves Cider",,"Orchard Thieves",,"12x568ml",12.0000,1,"568.000","ml",,23%,"27.92","6.8160000","ltr","4.0962","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Squash, Cordial & Fruit Juices","Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11910",689655,"Drinks","Soft Drinks","Minerals & Splits","TK Red : Lemonade",,"TK",,"12x1.25ltr",12.0000,1,"1.250","ltr",,23%,"14.75","15.0000000","ltr","0.9833","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","20020",688225,"Drinks","Beer","Beer - Bottle/Can","Moretti Beer",,"Moretti",,"24x330ml",24.0000,1,"330.000","ml",,23%,"36.90","7.9200000","ltr","4.6591","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","20004",686389,"Drinks","Beer","Beer - Bottle/Can","Heineken Beer : 0.0%",,"Heineken",,"6x4x330ml",6.0000,4,"330.000","ml",,23%,"24.18","7.9200000","ltr","3.053","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
