73889,RECIPE,TITLE [E],"Sticky Toffee Pudding GWY"
73889,RECIPE,DESCRIPTION [E],"Sticky Toffee Pudding"
73889,RECIPE,SEARCH TERMS [E],""
73889,RECIPE,AUTHOR [E],"Paul Kavanagh"
73889,RECIPE,NUMBER TO SERVE [E],"84.000000"
73889,RECIPE,SERVE MEASUREMENT [E],"portion"
73889,RECIPE,IS PUBLIC [E],"N"
73889,RECIPE,IS ACTIVE [E],"Y"
73889,RECIPE,SHARE WITH ALL USERS [E],"Y"
73889,ITEMHD,TYPE,ID,DESCRIPTION,SIZE,REQUIRED QTY [E],QTY MEASUREMENT,WASTAGE [E],Position [E],Override UOM Qty [E],Override UOM Description [E]
73889,INGRED,PRODUCT,613560,"Gold Flour : Self Raising","8x2kg","2.100000","kg","10",1,"0",""
73889,INGRED,PRODUCT,612844,"Brakes Baking Powder","1x850g","150.000000","g","10",2,"0",""
73889,INGRED,PRODUCT,437477,"Sugar : Light Brown : Soft","4x3kg","1.800000","kg","10",3,"0",""
73889,INGRED,PRODUCT,559921,"North Cork Butter","28x454g","900.000000","g","10",4,"0",""
73889,INGRED,PRODUCT,1548852,"Eggs : Bord Bia : Medium","1x30each","24.000000","each","10",5,"0",""
73889,INGRED,PRODUCT,1579320,"CS (Chef Selection) Dates : Pitted","4x3kg","1.500000","kg","10",6,"0",""
73889,INGRED,PRODUCT,564465,"Sugar : Caster","1x3kg","2.500000","kg","10",7,"0",""
73889,INGRED,PRODUCT,559921,"North Cork Butter","28x454g","950.000000","g","10",8,"0",""
73889,INGRED,PRODUCT,854062,"Cream : Fresh","1x2ltr","550.000000","ml","10",9,"0",""
73889,INGRED,PRODUCT,510414,"Glenown Ice Cream : Bourbon Vanilla","2x5ltr","10.000000","ltr","10",10,"0",""
73889,INGRED,PRODUCT,571895,"Mint","1x100g","100.000000","g","10",11,"0",""

73892,RECIPE,TITLE [E],"Butterscotch "
73892,RECIPE,DESCRIPTION [E],"Butterscotch "
73892,RECIPE,SEARCH TERMS [E],""
73892,RECIPE,AUTHOR [E],"Paul Kavanagh"
73892,RECIPE,NUMBER TO SERVE [E],"6.000000"
73892,RECIPE,SERVE MEASUREMENT [E],"lb"
73892,RECIPE,IS PUBLIC [E],"N"
73892,RECIPE,IS ACTIVE [E],"Y"
73892,RECIPE,SHARE WITH ALL USERS [E],"Y"
73892,ITEMHD,TYPE,ID,DESCRIPTION,SIZE,REQUIRED QTY [E],QTY MEASUREMENT,WASTAGE [E],Position [E],Override UOM Qty [E],Override UOM Description [E]
73892,INGRED,PRODUCT,559921,"North Cork Butter","28x454g","2.000000","lb","0",1,"0",""
73892,INGRED,PRODUCT,564465,"Sugar : Caster","1x3kg","2.000000","lb","0",2,"0",""
73892,INGRED,PRODUCT,854062,"Cream : Fresh","1x2ltr","1.500000","pint ","0",3,"0",""

73976,RECIPE,TITLE [E],"Apple & Cinnamon Crumble GWY"
73976,RECIPE,DESCRIPTION [E],"Apple and rhubarb crumble"
73976,RECIPE,SEARCH TERMS [E],""
73976,RECIPE,AUTHOR [E],"Paul Kavanagh"
73976,RECIPE,NUMBER TO SERVE [E],"60.000000"
73976,RECIPE,SERVE MEASUREMENT [E],"Portion"
73976,RECIPE,IS PUBLIC [E],"N"
73976,RECIPE,IS ACTIVE [E],"N"
73976,RECIPE,SHARE WITH ALL USERS [E],"N"
73976,ITEMHD,TYPE,ID,DESCRIPTION,SIZE,REQUIRED QTY [E],QTY MEASUREMENT,WASTAGE [E],Position [E],Override UOM Qty [E],Override UOM Description [E]
73976,INGRED,PRODUCT,493825,"Apples : Cooking","1x13kg","6.500000","kg","5",1,"0",""
73976,INGRED,PRODUCT,1370927,"Rhubarb","12x417g","1.300000","kg","5",2,"0",""
73976,INGRED,PRODUCT,564465,"Sugar : Caster","1x3kg","0.500000","kg","5",3,"0",""
73976,INGRED,PRODUCT,1560806,"Santa Maria Cinnamon : Ground","1x470g","5.000000","g","5",4,"0",""
73976,INGRED,PRODUCT,989322,"Stork Margarine : Gluten Free","6x2kg","1.500000","kg","5",5,"0",""
73976,INGRED,PRODUCT,592596,"Neills Flour : Plain","4x3kg","3.000000","kg","5",6,"0",""
73976,INGRED,PRODUCT,564465,"Sugar : Caster","1x3kg","1.000000","kg","5",7,"0",""
