Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,Heineken Ireland Sales Ltd SKU,Heineken Ireland Sales Ltd Best Price List,Heineken Ireland Sales Ltd In Stock,Heineken Ireland Sales Ltd Best Price,Heineken Ireland Sales Ltd Units per Case,Heineken Ireland Sales Ltd Converted To,Heineken Ireland Sales Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Zeus Russell Will (Zeus Packaging Ltd) SKU,Zeus Russell Will (Zeus Packaging Ltd) Best Price List,Zeus Russell Will (Zeus Packaging Ltd) In Stock,Zeus Russell Will (Zeus Packaging Ltd) Best Price,Zeus Russell Will (Zeus Packaging Ltd) Units per Case,Zeus Russell Will (Zeus Packaging Ltd) Converted To,Zeus Russell Will (Zeus Packaging Ltd) Unit Price
,1431280,Non Food,Paper & Consumables,Janitorial,Toilet Roll : Jumbo : 3 300m,,1x6each,each,FF92,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,FF92,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,FF92,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,FF92,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,FF92,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,FF92,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,1469141,Non Food,Paper & Consumables,Janitorial,Tork Toilet Roll : Coreless : Compact : White : 2 Ply 900 Sheets,Tork,1x36each,each,5020815,Greyhound Racing Ireland Group Price List,Yes,0,36.0000000,each,0,5020815,Greyhound Racing Ireland Group Price List,Yes,0,36.0000000,each,0,5020815,Greyhound Racing Ireland Group Price List,Yes,0,36.0000000,each,0,5020815,Greyhound Racing Ireland Group Price List,Yes,0,36.0000000,each,0,5020815,Greyhound Racing Ireland Group Price List,Yes,0,36.0000000,each,0,5020815,Greyhound Racing Ireland Group Price List,Yes,0,36.0000000,each,0
,531525,Non Food,Paper & Consumables,Janitorial,Vinyl Gloves : Powder Free : Large : Blue,,10x100each,each,S1579,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1579,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1579,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1579,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1579,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1579,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,532809,Non Food,Paper & Consumables,Janitorial,Vinyl Gloves : Powder Free : Large : Clear,,1x1000each,each,VCPFL,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,VCPFL,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,VCPFL,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,VCPFL,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,VCPFL,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,VCPFL,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,988954,Non Food,Paper & Consumables,Janitorial,Vinyl Gloves : Powder Free : Medium : Blue : (VAT 0%),,10x100each,each,S1577,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1577,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1577,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1577,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1577,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,S1577,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,532819,Non Food,Paper & Consumables,Janitorial,Vinyl Gloves : Powdered : Large : Clear,,1x100each,each,PD8104,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,PD8104,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,PD8104,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,PD8104,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,PD8104,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,PD8104,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0
,934680,Non Food,Paper & Consumables,Disposables,Airlaid Napkins : 8 Fold : 40cm : White,Airlaid,1x500each,each,497830,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,497830,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,497830,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,497830,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,497830,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,497830,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0
,1439481,Non Food,Paper & Consumables,Disposables,Bag : Foil Lined : White : 175x230x175mm : (Bqp),,1x500each,each,MP1,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,MP1,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,MP1,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,MP1,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,MP1,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,MP1,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0
,1436524,Non Food,Paper & Consumables,Disposables,Bag : Self Seal : 8x11 45mu/gsm,,1x1000each,each,MP118,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,MP118,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,MP118,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,MP118,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,MP118,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,MP118,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,1430402,Non Food,Paper & Consumables,Disposables,Black Bags : Compactor : 22x38.5x47,,1x100each,each,EP37,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,EP37,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,EP37,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,EP37,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,EP37,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,EP37,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0
,1455234,Non Food,Paper & Consumables,Disposables,Box : Nested : Small : 116.5 / 160x75 / 113.5x60mm,,1x300each,each,RET0344,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,RET0344,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,RET0344,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,RET0344,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,RET0344,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,RET0344,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0
,1021053,Non Food,Paper & Consumables,Disposables,Bunn Filters,Bunn,1x504each,each,R09192,Greyhound Racing Ireland Group Price List,Yes,0,504.0000000,each,0,R09192,Greyhound Racing Ireland Group Price List,Yes,0,504.0000000,each,0,R09192,Greyhound Racing Ireland Group Price List,Yes,0,504.0000000,each,0,R09192,Greyhound Racing Ireland Group Price List,Yes,0,504.0000000,each,0,R09192,Greyhound Racing Ireland Group Price List,Yes,0,504.0000000,each,0,R09192,Greyhound Racing Ireland Group Price List,Yes,0,504.0000000,each,0
,547615,Non Food,Paper & Consumables,Disposables,Centrefeed Rolls : 2ply : Blue : 150m,,6x1each,each,S1519,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1519,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1519,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1519,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1519,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,S1519,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
Tinned,534885,Non Food,Paper & Consumables,Disposables,Centrefeed Rolls : Blue : 2 Ply,,1x6each,each,3002,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,3002,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,3002,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,3002,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,3002,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,3002,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,799394,Non Food,Paper & Consumables,Disposables,Clear Cup : 2oz : Olympia,,10 x 250 each,each,OL2OZC,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZC,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZC,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZC,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZC,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZC,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0
,1436220,Non Food,Paper & Consumables,Disposables,Compostable Bio Bag : 140L : Green : 570/300x1320mm,,12x16each,each,187628,Greyhound Racing Ireland Group Price List,Yes,0,192.0000000,each,0,187628,Greyhound Racing Ireland Group Price List,Yes,0,192.0000000,each,0,187628,Greyhound Racing Ireland Group Price List,Yes,0,192.0000000,each,0,187628,Greyhound Racing Ireland Group Price List,Yes,0,192.0000000,each,0,187628,Greyhound Racing Ireland Group Price List,Yes,0,192.0000000,each,0,187628,Greyhound Racing Ireland Group Price List,Yes,0,192.0000000,each,0
,733099,Non Food,Paper & Consumables,Disposables,Compostable Lid : White : 12/16oz,,1x1000each,each,RET0336,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,RET0336,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,RET0336,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,RET0336,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,RET0336,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,RET0336,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,1031843,Non Food,Paper & Consumables,Disposables,Container : Leaf : Kraft : No.1,,9x50each,each,LEAF01,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,each,0,LEAF01,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,each,0,LEAF01,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,each,0,LEAF01,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,each,0,LEAF01,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,each,0,LEAF01,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,each,0
,861527,Non Food,Paper & Consumables,Disposables,Esquires Compostable Lid : 12/16oz : Black,Esquires,1x1000each,each,LEAF71,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,LEAF71,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,LEAF71,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,LEAF71,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,LEAF71,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,LEAF71,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,1212095,Non Food,Paper & Consumables,Disposables,Fork : Birchwood : Wooden : 160mm,,10x100each,each,WF2001,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WF2001,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WF2001,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WF2001,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WF2001,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WF2001,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,982455,Non Food,Paper & Consumables,Disposables,Greaseproof Bag : 2LB : 7x9.5 : Brown,,1x390each,each,KS218,Greyhound Racing Ireland Group Price List,Yes,0,390.0000000,each,0,KS218,Greyhound Racing Ireland Group Price List,Yes,0,390.0000000,each,0,KS218,Greyhound Racing Ireland Group Price List,Yes,0,390.0000000,each,0,KS218,Greyhound Racing Ireland Group Price List,Yes,0,390.0000000,each,0,KS218,Greyhound Racing Ireland Group Price List,Yes,0,390.0000000,each,0,KS218,Greyhound Racing Ireland Group Price List,Yes,0,390.0000000,each,0
,1014386,Non Food,Paper & Consumables,Disposables,Half Pint Glass : Plastic,,1x1250each,each,NPK330T,Greyhound Racing Ireland Group Price List,Yes,0,1250.0000000,each,0,NPK330T,Greyhound Racing Ireland Group Price List,Yes,0,1250.0000000,each,0,NPK330T,Greyhound Racing Ireland Group Price List,Yes,0,1250.0000000,each,0,NPK330T,Greyhound Racing Ireland Group Price List,Yes,0,1250.0000000,each,0,NPK330T,Greyhound Racing Ireland Group Price List,Yes,0,1250.0000000,each,0,NPK330T,Greyhound Racing Ireland Group Price List,Yes,0,1250.0000000,each,0
,1209986,Non Food,Paper & Consumables,Disposables,Knife : Birchwood : Wooden : 165mm,,10x100each,each,WK2002,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WK2002,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WK2002,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WK2002,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WK2002,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,WK2002,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,1141919,Non Food,Paper & Consumables,Disposables,Lavazza Cup : Compostable : 12oz,Lavazza,1x500each,each,802605,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,802605,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,802605,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,802605,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,802605,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,802605,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0
,1275398,Non Food,Paper & Consumables,Disposables,Lavazza Hot Cup : Double Wall : 8oz : PE,Lavazza,1x780each,each,803445,Greyhound Racing Ireland Group Price List,Yes,0,780.0000000,each,0,803445,Greyhound Racing Ireland Group Price List,Yes,0,780.0000000,each,0,803445,Greyhound Racing Ireland Group Price List,Yes,0,780.0000000,each,0,803445,Greyhound Racing Ireland Group Price List,Yes,0,780.0000000,each,0,803445,Greyhound Racing Ireland Group Price List,Yes,0,780.0000000,each,0,803445,Greyhound Racing Ireland Group Price List,Yes,0,780.0000000,each,0
,1715261,Non Food,Paper & Consumables,Disposables,Lavazza Hot Cup : Double Wall : Recyclable : 16oz,Lavazza,1x500each,each,803420,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,803420,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,803420,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,803420,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,803420,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0,803420,Greyhound Racing Ireland Group Price List,Yes,0,500.0000000,each,0
,1154148,Non Food,Paper & Consumables,Disposables,Leafware Meal Box : Sugarcane : Clamshell : 7x5x2.5,Leafware,1x300each,each,LEAF107,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF107,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF107,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF107,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF107,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF107,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0
,1199551,Non Food,Paper & Consumables,Disposables,Leafware Straws : Paper : 200mmx6mm : White,Leafware,1x250each,each,LEAF88,Greyhound Racing Ireland Group Price List,Yes,0,250.0000000,each,0,LEAF88,Greyhound Racing Ireland Group Price List,Yes,0,250.0000000,each,0,LEAF88,Greyhound Racing Ireland Group Price List,Yes,0,250.0000000,each,0,LEAF88,Greyhound Racing Ireland Group Price List,Yes,0,250.0000000,each,0,LEAF88,Greyhound Racing Ireland Group Price List,Yes,0,250.0000000,each,0,LEAF88,Greyhound Racing Ireland Group Price List,Yes,0,250.0000000,each,0
,1187607,Non Food,Paper & Consumables,Disposables,Leafware Straws : Wrapped : Paper : 200mmx6mm : White,Leafware,1x250each,each,LEAF89,Greyhound Racing Ireland Group Price List,No,0,250.0000000,each,0,LEAF89,Greyhound Racing Ireland Group Price List,No,0,250.0000000,each,0,LEAF89,Greyhound Racing Ireland Group Price List,No,0,250.0000000,each,0,LEAF89,Greyhound Racing Ireland Group Price List,No,0,250.0000000,each,0,LEAF89,Greyhound Racing Ireland Group Price List,No,0,250.0000000,each,0,LEAF89,Greyhound Racing Ireland Group Price List,No,0,250.0000000,each,0
,1052036,Non Food,Paper & Consumables,Disposables,Lid : For Portion Pot : Plastic : 4oz : Clear,,1x2500each,each,OL4OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL4OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL4OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL4OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL4OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL4OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0
,1197110,Non Food,Paper & Consumables,Disposables,Lids : For Hot Cup : Compostable : 12/16oz : Seda,,1x1000each,each,R07459,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07459,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07459,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07459,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07459,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07459,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,1187912,Non Food,Paper & Consumables,Disposables,Lids : For Hot Cup : Non Compostable : 12/16oz : White : Seda,,1x1000each,each,R07460,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07460,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07460,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07460,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07460,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,R07460,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,1140223,Non Food,Paper & Consumables,Disposables,Meal Box : Leakproof : Leaf Design : No.8 1000ml : Kraft,,1x300each,each,LEAF08,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF08,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF08,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF08,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF08,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF08,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0
,1159056,Non Food,Paper & Consumables,Disposables,Meal Box : Sugarcane : Clamshell : 9x6x3 1000ml : Leafware,,1x300each,each,LEAF105,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF105,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF105,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF105,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF105,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0,LEAF105,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,each,0
,1012146,Non Food,Paper & Consumables,Disposables,Olympia Napkins : 1 Ply : 30cm : White,Olympia,10x500each,each,OLW1PNAP,Greyhound Racing Ireland Group Price List,Yes,0,5000.0000000,each,0,OLW1PNAP,Greyhound Racing Ireland Group Price List,Yes,0,5000.0000000,each,0,OLW1PNAP,Greyhound Racing Ireland Group Price List,Yes,0,5000.0000000,each,0,OLW1PNAP,Greyhound Racing Ireland Group Price List,Yes,0,5000.0000000,each,0,OLW1PNAP,Greyhound Racing Ireland Group Price List,Yes,0,5000.0000000,each,0,OLW1PNAP,Greyhound Racing Ireland Group Price List,Yes,0,5000.0000000,each,0
,966511,Non Food,Paper & Consumables,Disposables,Olympia SMART : Centerfeed Dispenser : White : Smart,Olympia,1x1each,each,AG47002OLY,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,AG47002OLY,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,AG47002OLY,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,AG47002OLY,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,AG47002OLY,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,AG47002OLY,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,974603,Non Food,Paper & Consumables,Disposables,Olympia White Napkins : 4fold : 2 ply,Olympia,1x2000each,each,OLW2PNAP,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,OLW2PNAP,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,OLW2PNAP,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,OLW2PNAP,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,OLW2PNAP,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0,OLW2PNAP,Greyhound Racing Ireland Group Price List,Yes,0,2000.0000000,each,0
,1719920,Non Food,Paper & Consumables,Disposables,Paper Plates : White : 6,,1000 x 1 each,each,BK83,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,BK83,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,BK83,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,BK83,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,BK83,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0,BK83,Greyhound Racing Ireland Group Price List,Yes,0,1000.0000000,each,0
,693454,Non Food,Paper & Consumables,Disposables,Pint Plastic Glasses : CD,,1x800each,each,NPK684,Greyhound Racing Ireland Group Price List,Yes,0,800.0000000,each,0,NPK684,Greyhound Racing Ireland Group Price List,Yes,0,800.0000000,each,0,NPK684,Greyhound Racing Ireland Group Price List,Yes,0,800.0000000,each,0,NPK684,Greyhound Racing Ireland Group Price List,Yes,0,800.0000000,each,0,NPK684,Greyhound Racing Ireland Group Price List,Yes,0,800.0000000,each,0,NPK684,Greyhound Racing Ireland Group Price List,Yes,0,800.0000000,each,0
,989717,Non Food,Paper & Consumables,Disposables,Poly Bags : On a Roll : 26x44 : Clear,,1x200each,each,EP100,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,EP100,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,EP100,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,EP100,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,EP100,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,EP100,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0
,959604,Non Food,Paper & Consumables,Disposables,Pop Up Foil : 12x10.75 : 12 boxx200 per box,,1x2400each,each,D411A,Greyhound Racing Ireland Group Price List,Yes,0,2400.0000000,each,0,D411A,Greyhound Racing Ireland Group Price List,Yes,0,2400.0000000,each,0,D411A,Greyhound Racing Ireland Group Price List,Yes,0,2400.0000000,each,0,D411A,Greyhound Racing Ireland Group Price List,Yes,0,2400.0000000,each,0,D411A,Greyhound Racing Ireland Group Price List,Yes,0,2400.0000000,each,0,D411A,Greyhound Racing Ireland Group Price List,Yes,0,2400.0000000,each,0
,799444,Non Food,Paper & Consumables,Disposables,Portion Pot : Lids : 2oz : Olympia,,2500x1each,each,OL2OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0,OL2OZL,Greyhound Racing Ireland Group Price List,Yes,0,2500.0000000,each,0
,525988,Non Food,Paper & Consumables,Disposables,Refuse Sacks : Black : 26 x 44,,1x200each,each,PD9523,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,PD9523,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,PD9523,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,PD9523,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,PD9523,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0,PD9523,Greyhound Racing Ireland Group Price List,Yes,0,200.0000000,each,0
,1715318,Non Food,Paper & Consumables,Disposables,Refuse Sacks : Black : 26 x 44,,8x25each,each,BRS51,Greyhound Racing Ireland Group Price List,No,0,200.0000000,each,0,BRS51,Greyhound Racing Ireland Group Price List,No,0,200.0000000,each,0,BRS51,Greyhound Racing Ireland Group Price List,No,0,200.0000000,each,0,BRS51,Greyhound Racing Ireland Group Price List,No,0,200.0000000,each,0,BRS51,Greyhound Racing Ireland Group Price List,No,0,200.0000000,each,0,BRS51,Greyhound Racing Ireland Group Price List,No,0,200.0000000,each,0
