Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,Heineken Ireland Sales Ltd SKU,Heineken Ireland Sales Ltd Best Price List,Heineken Ireland Sales Ltd In Stock,Heineken Ireland Sales Ltd Best Price,Heineken Ireland Sales Ltd Units per Case,Heineken Ireland Sales Ltd Converted To,Heineken Ireland Sales Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Zeus Russell Will (Zeus Packaging Ltd) SKU,Zeus Russell Will (Zeus Packaging Ltd) Best Price List,Zeus Russell Will (Zeus Packaging Ltd) In Stock,Zeus Russell Will (Zeus Packaging Ltd) Best Price,Zeus Russell Will (Zeus Packaging Ltd) Units per Case,Zeus Russell Will (Zeus Packaging Ltd) Converted To,Zeus Russell Will (Zeus Packaging Ltd) Unit Price
Fish,375515,Food,"Seafood: Fish,  Seafood & Other",Crustaceans (Chilled),Crab : Meat : White,,1x500g,g,fs941z,Greyhound Racing Ireland Group Price List,Yes,0,0.5000000,kg,0,fs941z,Greyhound Racing Ireland Group Price List,Yes,0,0.5000000,kg,0,fs941z,Greyhound Racing Ireland Group Price List,Yes,0,0.5000000,kg,0,fs941z,Greyhound Racing Ireland Group Price List,Yes,0,0.5000000,kg,0,fs941z,Greyhound Racing Ireland Group Price List,Yes,0,0.5000000,kg,0,fs941z,Greyhound Racing Ireland Group Price List,Yes,0,0.5000000,kg,0
Fruit,288962,Food,Fruit Fresh: Fruit,Grapefruit,Grapefruit : Red (Ruby),,1x1each,each,FW627,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW627,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW627,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW627,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW627,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW627,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,1133207,Food,Fruit Fresh: Fruit,Mango,Mango : Large,,1x1each,each,FW619,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW619,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW619,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW619,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW619,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,FW619,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
Fruit,411807,Food,Fruit Fresh: Fruit,Pear,Pears,,1x1kg,kg,RC041,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC041,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC041,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC041,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC041,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC041,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Fruit,220244,Food,Fruit Fresh: Fruit,Pineapple,Pineapples : Medium,,1x1each,each,RC043,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,RC043,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,RC043,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,RC043,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,RC043,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,RC043,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
Fruit,217583,Food,Fruit Fresh: Fruit,Plum,Plums,,1x1kg,kg,RC044,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC044,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC044,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC044,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC044,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC044,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Fruit,217244,Food,Fruit Fresh: Fruit,Redcurrants,Redcurrants,,1x125g,g,FW601,Greyhound Racing Ireland Group Price List,Yes,0,0.1250000,kg,0,FW601,Greyhound Racing Ireland Group Price List,Yes,0,0.1250000,kg,0,FW601,Greyhound Racing Ireland Group Price List,Yes,0,0.1250000,kg,0,FW601,Greyhound Racing Ireland Group Price List,Yes,0,0.1250000,kg,0,FW601,Greyhound Racing Ireland Group Price List,Yes,0,0.1250000,kg,0,FW601,Greyhound Racing Ireland Group Price List,Yes,0,0.1250000,kg,0
,1370927,Food,Fruit Fresh: Fruit,Rhubarb,Rhubarb,,12x417g,g,FW401,Greyhound Racing Ireland Group Price List,Yes,0,5.0040000,kg,0,FW401,Greyhound Racing Ireland Group Price List,Yes,0,5.0040000,kg,0,FW401,Greyhound Racing Ireland Group Price List,Yes,0,5.0040000,kg,0,FW401,Greyhound Racing Ireland Group Price List,Yes,0,5.0040000,kg,0,FW401,Greyhound Racing Ireland Group Price List,Yes,0,5.0040000,kg,0,FW401,Greyhound Racing Ireland Group Price List,Yes,0,5.0040000,kg,0
Frozen,221305,Food,Frozen: Fruit,Cranberries,Cranberries,,1x1kg,kg,F41Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F41Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F41Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F41Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F41Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F41Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Frozen,493921,Food,Frozen: Fruit,Rhubarb,Rhubarb : Whole,,1x1kg,kg,F76Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F76Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F76Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F76Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F76Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,F76Z,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
Dry,209269,Food,Vegetable Fresh: Herbs & Spices,Chillies,Chillies : Red,,1x250g,g,RC204,Greyhound Racing Ireland Group Price List,Yes,0,0.2500000,kg,0,RC204,Greyhound Racing Ireland Group Price List,Yes,0,0.2500000,kg,0,RC204,Greyhound Racing Ireland Group Price List,Yes,0,0.2500000,kg,0,RC204,Greyhound Racing Ireland Group Price List,Yes,0,0.2500000,kg,0,RC204,Greyhound Racing Ireland Group Price List,Yes,0,0.2500000,kg,0,RC204,Greyhound Racing Ireland Group Price List,Yes,0,0.2500000,kg,0
,1254541,Food,Hot Drinks,Coffee - Capsules/Pods,Lavazza Coffee Capsules : Blue Caffe Crema,Lavazza,1x100each,each,802710,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,802710,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,802710,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,802710,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,802710,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,802710,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0
,553111,Food,Meat & Poultry,Prepared Poultry,Turkey &amp; Ham : Portions : 7-8oz,,24x1each,each,492929,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,492929,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,492929,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,492929,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,492929,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,492929,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0
,1350434,Food,Ambient & Chilled: Pasta & Noodles Fresh (Chilled),Tortelloni / Tortellini (Chilled),Fini Tortelloni : Spinach & Ricotta,Fini,8x250g,g,498551,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,498551,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,498551,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,498551,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,498551,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,498551,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0
Vegetables,281372,Food,"Vegetable Fresh: Vegetables, Prepared",Mushrooms,Mushrooms : Sliced,,1x1kg,kg,RC102,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC102,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC102,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC102,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC102,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,RC102,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
,988622,Drinks,Soft Drinks,Minerals & Splits,Coca Cola Coke : Contour : .,Coca Cola,24x500ml,ml,S4029,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4029,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4029,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4029,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4029,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4029,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
"Squash, Cordial & Fruit Juices",205266,Drinks,Soft Drinks,Minerals & Splits,Fanta Orange : Fanta : PET,Fanta,24x500ml,ml,S4031,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4031,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4031,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4031,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4031,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,S4031,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,551743,Drinks,Other,Free,Free Keg : (Do not Order - To be added at Delivery/Invoice ONLY),,1x1each,each,FREEKEG,Heineken Price List,Yes,0,1.0000000,each,0,FREEKEG,Heineken Price List,Yes,0,1.0000000,each,0,FREEKEG,Heineken Price List,Yes,0,1.0000000,each,0,FREEKEG,Heineken Price List,Yes,0,1.0000000,each,0,FREEKEG,Heineken Price List,Yes,0,1.0000000,each,0,FREEKEG,Heineken Price List,Yes,0,1.0000000,each,0
,537977,Non Food,Chemicals,Cleaning Chemicals,Apex Manual Detergent,Apex,1x2.77kg,kg,E10153,ECOLAB Irish Greyhound Board,Yes,0,2.7700000,kg,0,E10153,ECOLAB Irish Greyhound Board,Yes,0,2.7700000,kg,0,E10153,ECOLAB Irish Greyhound Board,Yes,0,2.7700000,kg,0,E10153,ECOLAB Irish Greyhound Board,Yes,0,2.7700000,kg,0,E10153,ECOLAB Irish Greyhound Board,Yes,0,2.7700000,kg,0,E10153,ECOLAB Irish Greyhound Board,Yes,0,2.7700000,kg,0
,920514,Non Food,Chemicals,Cleaning Chemicals,Apex Rinse HD,Apex,2 x 1.1 kg,kg,e10243,Greyhound Racing Ireland Group Price List,Yes,0,2.2000000,kg,0,e10243,Greyhound Racing Ireland Group Price List,Yes,0,2.2000000,kg,0,e10243,Greyhound Racing Ireland Group Price List,Yes,0,2.2000000,kg,0,e10243,Greyhound Racing Ireland Group Price List,Yes,0,2.2000000,kg,0,e10243,Greyhound Racing Ireland Group Price List,Yes,0,2.2000000,kg,0,e10243,Greyhound Racing Ireland Group Price List,Yes,0,2.2000000,kg,0
,537981,Non Food,Chemicals,Cleaning Chemicals,Apex Ultra,Apex,1x12.58kg,kg,E10152,ECOLAB Irish Greyhound Board,Yes,0,12.5800000,kg,0,E10152,ECOLAB Irish Greyhound Board,Yes,0,12.5800000,kg,0,E10152,ECOLAB Irish Greyhound Board,Yes,0,12.5800000,kg,0,E10152,ECOLAB Irish Greyhound Board,Yes,0,12.5800000,kg,0,E10152,ECOLAB Irish Greyhound Board,Yes,0,12.5800000,kg,0,E10152,ECOLAB Irish Greyhound Board,Yes,0,12.5800000,kg,0
,741987,Non Food,Chemicals,Cleaning Chemicals,Apex Ultra : NC,,4x3.1kg,kg,9080900,Greyhound Racing Ireland Group Price List,Yes,0,12.4000000,kg,0,9080900,Greyhound Racing Ireland Group Price List,Yes,0,12.4000000,kg,0,9080900,Greyhound Racing Ireland Group Price List,Yes,0,12.4000000,kg,0,9080900,Greyhound Racing Ireland Group Price List,Yes,0,12.4000000,kg,0,9080900,Greyhound Racing Ireland Group Price List,Yes,0,12.4000000,kg,0,9080900,Greyhound Racing Ireland Group Price List,Yes,0,12.4000000,kg,0
,1526016,Non Food,Chemicals,Cleaning Chemicals,Bottles : Multi : El 10 Screen Printed,,6x1each,each,2431,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,2431,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,2431,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,2431,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,2431,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0,2431,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,each,0
,974502,Non Food,Chemicals,Cleaning Chemicals,Cleaner : Floor & Wall : Regain,,2x5ltr,ltr,9089510,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,9089510,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,9089510,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,9089510,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,9089510,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0,9089510,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,ltr,0
,1078442,Non Food,Chemicals,Cleaning Chemicals,Cleaner : Multi Purpose : Oasis Pro,,2x2.03kg,kg,,ECOLAB Irish Greyhound Board,Yes,0,4.0600000,kg,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0600000,kg,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0600000,kg,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0600000,kg,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0600000,kg,0,,ECOLAB Irish Greyhound Board,Yes,0,4.0600000,kg,0
,658674,Non Food,Chemicals,Cleaning Chemicals,Cleanline Washing Powder : Taxat Supra Gran,Cleanline,1x7.5kg,kg,119315,ECOLAB Irish Greyhound Board,Yes,0,7.5000000,kg,0,119315,ECOLAB Irish Greyhound Board,Yes,0,7.5000000,kg,0,119315,ECOLAB Irish Greyhound Board,Yes,0,7.5000000,kg,0,119315,ECOLAB Irish Greyhound Board,Yes,0,7.5000000,kg,0,119315,ECOLAB Irish Greyhound Board,Yes,0,7.5000000,kg,0,119315,ECOLAB Irish Greyhound Board,Yes,0,7.5000000,kg,0
,592136,Non Food,Chemicals,Cleaning Chemicals,Coffee Cleaning Tablets,,1x100each,each,R09604,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,R09604,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,R09604,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,R09604,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,R09604,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0,R09604,Greyhound Racing Ireland Group Price List,Yes,0,100.0000000,each,0
,757425,Non Food,Chemicals,Cleaning Chemicals,Detergent : Liquid : Magic Emulsion : Ecobrite,,1x25kg,kg,E10235,ECOLAB Irish Greyhound Board,Yes,0,25.0000000,kg,0,E10235,ECOLAB Irish Greyhound Board,Yes,0,25.0000000,kg,0,E10235,ECOLAB Irish Greyhound Board,Yes,0,25.0000000,kg,0,E10235,ECOLAB Irish Greyhound Board,Yes,0,25.0000000,kg,0,E10235,ECOLAB Irish Greyhound Board,Yes,0,25.0000000,kg,0,E10235,ECOLAB Irish Greyhound Board,Yes,0,25.0000000,kg,0
,1281322,Non Food,Chemicals,Cleaning Chemicals,Detergent : Solid Special,,1x4.5kg,kg,E10203,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,kg,0,E10203,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,kg,0,E10203,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,kg,0,E10203,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,kg,0,E10203,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,kg,0,E10203,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,kg,0
,1222362,Non Food,Chemicals,Cleaning Chemicals,Domestos Toilet Cleaner & Descaler : Limescale : Professional,Domestos,6x750ml,ml,7517937,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7517937,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7517937,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7517937,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7517937,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0,7517937,Greyhound Racing Ireland Group Price List,Yes,0,4.5000000,ltr,0
,757743,Non Food,Chemicals,Cleaning Chemicals,Ecobrite Perfect,,1x20kg,kg,E10093,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10093,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10093,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10093,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10093,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0,E10093,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,kg,0
,948433,Non Food,Chemicals,Cleaning Chemicals,Ecolab Click,Ecolab,4x5ltr,ltr,P900723,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,ltr,0,P900723,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,ltr,0,P900723,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,ltr,0,P900723,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,ltr,0,P900723,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,ltr,0,P900723,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,ltr,0
,1093527,Non Food,Chemicals,Cleaning Chemicals,Ecolab Detergent : Solid : Apex Presoak,Ecolab,3x1.8kg,kg,E10156,ECOLAB Irish Greyhound Board,Yes,0,5.4000000,kg,0,E10156,ECOLAB Irish Greyhound Board,Yes,0,5.4000000,kg,0,E10156,ECOLAB Irish Greyhound Board,Yes,0,5.4000000,kg,0,E10156,ECOLAB Irish Greyhound Board,Yes,0,5.4000000,kg,0,E10156,ECOLAB Irish Greyhound Board,Yes,0,5.4000000,kg,0,E10156,ECOLAB Irish Greyhound Board,Yes,0,5.4000000,kg,0
,993671,Non Food,Chemicals,Cleaning Chemicals,Ecolab Detergent : Trump XL Special,Ecolab,4x5ltr,ltr,E10082,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,ltr,0,E10082,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,ltr,0,E10082,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,ltr,0,E10082,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,ltr,0,E10082,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,ltr,0,E10082,ECOLAB Irish Greyhound Board,Yes,0,20.0000000,ltr,0
,920672,Non Food,Chemicals,Cleaning Chemicals,Ecolab Detergent : Warewashing : Solid Hero,Ecolab,4x4.5kg,kg,E10046,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,kg,0,E10046,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,kg,0,E10046,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,kg,0,E10046,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,kg,0,E10046,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,kg,0,E10046,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,kg,0
,978788,Non Food,Chemicals,Cleaning Chemicals,Ecolab Foam 2,Ecolab,6x750ml,ml,E10239,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10239,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10239,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10239,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10239,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10239,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0
,920640,Non Food,Chemicals,Cleaning Chemicals,Ecolab Greaselift : Oven Cleaner : Ready to Use,Ecolab,6x750ml,ml,E10122,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10122,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10122,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10122,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10122,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10122,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0
,1013922,Non Food,Chemicals,Cleaning Chemicals,Ecolab Hand Sanitiser : Spirigel Complete,Ecolab,6x750ml,ml,E10116,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10116,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10116,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10116,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10116,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,E10116,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0
,988514,Non Food,Chemicals,Cleaning Chemicals,Ecolab Kitchen Cleaner &amp; Sanitizer : Kitchen Pro Des Special : 9079720,Ecolab,2x2ltr,ltr,E10169,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10169,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10169,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10169,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10169,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10169,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,786037,Non Food,Chemicals,Cleaning Chemicals,Ecolab Oasis Pro Air,Ecolab,2x2ltr,ltr,e10261,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10261,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10261,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10261,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10261,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,e10261,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,890183,Non Food,Chemicals,Cleaning Chemicals,Ecolab Oasis Pro Premium 16,Ecolab,2x2ltr,ltr,E10051,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10051,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10051,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10051,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10051,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10051,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,990875,Non Food,Chemicals,Cleaning Chemicals,Ecolab Solid Mega,Ecolab,4 x 4.5 ltr,ltr,E10066,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10066,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10066,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10066,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10066,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0,E10066,ECOLAB Irish Greyhound Board,Yes,0,18.0000000,ltr,0
,988522,Non Food,Chemicals,Cleaning Chemicals,Ecolab Wash N Walk Floor Cleaner,Ecolab,2x2ltr,ltr,E10172,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10172,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10172,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10172,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10172,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0,E10172,ECOLAB Irish Greyhound Board,Yes,0,4.0000000,ltr,0
,582492,Non Food,Chemicals,Cleaning Chemicals,Epicare 5c : Hand Sanitizer,,6x750ml,ml,,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0,,ECOLAB Irish Greyhound Board,Yes,0,4.5000000,ltr,0
,1643980,Non Food,Chemicals,Cleaning Chemicals,Epicare Hand wash/Lotion : 5c,Epicare,6x500ml,ml,9086250,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9086250,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9086250,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9086250,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9086250,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9086250,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0
