EPOS ID, EPOS CODE, YIELD, GROUPING, MENU, COURSE, DISH, SELLING PRICE, TARGET GP, TAX, DISH ID
107172,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Tonic Water 125ml,2.50,78.49,23.0000,52382,
107176,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT White Lemonade 125ml,2.50,77.67,23.0000,52384,
107221,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Can Boost Energy 250ml,3.50,73,23.0000,52438,
107216,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Can Monster Energy 250ml,4.70,77.1,23.0000,52434,
107197,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Dash Cordial Blackcurrant 150ml,1.00,81.27,23.0000,52412,
107196,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Dash Cordial Lime 150ml,1.00,81.27,23.0000,52411,
107195,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Dash Cordial Orange 150ml,1.00,81.27,23.0000,52408,
107193,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Dash Red Lemonade 100ml,1.00,88.31,23.0000,52405,
107194,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Dash White Lemonade 100ml,1.00,88.6,23.0000,52406,
107200,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Jug of Cordial Blackcurrant 300ml,3.00,87.52,23.0000,52414,
107202,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Jug of Cordial Lime 300ml,3.00,87.52,23.0000,52418,
107201,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Jug of Cordial Orange 300ml,3.00,87.52,23.0000,52416,
107204,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,PT Cordial Blackcurrant 150ml,1.50,87.51,23.0000,52421,
107205,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,PT Cordial Lime 150ml,1.50,87.51,23.0000,52422,
107203,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,PT Cordial Orange 150ml,1.50,87.51,23.0000,52419,
107211,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Splash Fanta Lemon 150ml ,1.00,68.22,23.0000,52428,
107210,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Splash Fanta Orange 150ml ,1.00,70.41,23.0000,52426,
107192,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Splash Lemon & Lime 150ml,1.00,72.37,23.0000,52402,
107215,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Sqeez Apple Juice 200ml,2.00,81.37,23.0000,52433,
107212,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,Sqeez Orange Juice 200ml,2.00,81.37,23.0000,52429,
107352,1,1,Beverages,Shelbourne Park Dublin,N/A Wine Bottle,Torres Natureo Moscatel Spain 75cl,18.00,64.1,23.0000,52512,
107936,2,1,Beverages,Shelbourne Park Dublin,Package Bistro Menu Drinks,Cosmopolitan,5.50,42,23.0000,52696,
107386,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,Americano Coffee,0.00,0,23.0000,52517,
107380,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,BT Coca Cola 200ml,5.00,85,23.0000,52366,
107381,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,BT Coke Zero 200ml,5.00,86,23.0000,52371,
107382,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,BT Diet Coke 200ml,5.00,86,23.0000,52367,
107383,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,BT Fanta Lemon 200ml,5.00,88,23.0000,52370,
107384,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,BT Fanta Orange 200ml,5.00,88,23.0000,52369,
107385,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,BT Sprite Zero 200ml,5.00,87,23.0000,52365,
107374,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,L/N Coors Light 330ml,5.00,71.77,23.0000,52348,
107379,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,L/N Heineken 0.0 330ml,5.00,75.2,23.0000,52351,
107376,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,L/N Heineken 355ml,5.00,66.7,23.0000,52346,
107377,3,4.2,Beverages,Shelbourne Park Dublin,Package Group Drinks,Montanas Y Mar Cabernet Sauvignon Chile 75cl,5.00,60.17,23.0000,52494,
107378,3,4.2,Beverages,Shelbourne Park Dublin,Package Group Drinks,Montanas Y Mar Sauvignon Blanc Chile 75cl,5.00,60.05,23.0000,52498,
107387,2,1,Beverages,Shelbourne Park Dublin,Package Group Drinks,Tea Cup,0.00,0,23.0000,52515,
107346,1,1,Beverages,Shelbourne Park Dublin,Red Wine Bottle,Aires Andinos Malbec Argentina 75cl,33.00,73.13,23.0000,52506,
107274,1,1,Beverages,Shelbourne Park Dublin,Red Wine Bottle,Copperfield Pinotage South Africa 75cl,31.00,74.3,23.0000,52478,
107345,1,1,Beverages,Shelbourne Park Dublin,Red Wine Bottle,Monologo Rioja Crianza Spain 75cl,33.00,66.38,23.0000,52505,
107338,1,1,Beverages,Shelbourne Park Dublin,Red Wine Bottle,Montanas Y Mar Cabernet Sauvignon Chile 75cl,29.90,72,23.0000,52494,
107292,1,1,Beverages,Shelbourne Park Dublin,Red Wine Bottle,Montgravet Merlot France 75cl,29.90,69.1,23.0000,52480,
107343,1,1,Beverages,Shelbourne Park Dublin,Red Wine Bottle,Solandia Nero D'avola Italy 75cl,29.00,70.04,23.0000,52502,
107339,2,4.2,Beverages,Shelbourne Park Dublin,Red Wine Glass,Montanas Y Mar Cabernet Sauvignon Chile 75cl,8.00,75.1,23.0000,52494,
107293,2,4.2,Beverages,Shelbourne Park Dublin,Red Wine Glass,Montgravet Merlot France 75cl,8.00,72.5,23.0000,52480,
107344,2,4.2,Beverages,Shelbourne Park Dublin,Red Wine Glass,Solandia Nero D'avola Italy 75cl,7.50,72.4,23.0000,52502,
107958,1,1,Beverages,Shelbourne Park Dublin,Rum,Bacardi,5.50,79.56,23.0000,52716,
107959,1,1,Beverages,Shelbourne Park Dublin,Rum,Captain Morgan Spiced,5.50,81,23.0000,52717,
107948,2,1,Beverages,Shelbourne Park Dublin,Rum,Malibu,5.50,82.8,23.0000,52708,
107971,1,1,Beverages,Shelbourne Park Dublin,Shots,Baby Guinness,6.00,76.2,23.0000,52726,
107949,1,1,Beverages,Shelbourne Park Dublin,Shots,Jagermeister,6.00,79.5,23.0000,52707,
107955,1,1,Beverages,Shelbourne Park Dublin,Shots,Tequila,6.00,77.42,23.0000,52713,
106472,1,1,Beverages,Shelbourne Park Dublin,Vodka,Huzzar Vodka,5.40,75,23.0000,52108,
107943,1,1,Beverages,Shelbourne Park Dublin,Vodka,Smirnoff Vodka,5.40,81.7,23.0000,52703,
108004,1,1,Beverages,Shelbourne Park Dublin,Whiskey - American,Canadian Club,5.60,71.5,23.0000,52746,
107956,1,1,Beverages,Shelbourne Park Dublin,Whiskey - American,Jack Daniels,5.80,72,23.0000,52714,
108003,1,1,Beverages,Shelbourne Park Dublin,Whiskey - American,Jim Beam,5.80,74.8,23.0000,52745,
107957,1,1,Beverages,Shelbourne Park Dublin,Whiskey - American,Southern Comfort,5.50,75.5,23.0000,52715,
107963,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Bushmills 10 Years Old Single Malt,9.00,76.94,23.0000,52721,
107983,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Bushmills Black Bush,5.80,73.2,23.0000,52735,
107945,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Bushmills Original,5.50,76.96,23.0000,52705,
107939,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Jameson,5.40,73.5,23.0000,52699,
107993,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Jameson 18 Years Old Single Malt ,18.00,45.3,23.0000,52738,
108000,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Midleton Very Rare,20.00,49.7,23.0000,52741,
108001,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Paddys,5.40,76.5,23.0000,52744,
107940,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Powers,5.40,75,23.0000,52700,
107938,1,1,Beverages,Shelbourne Park Dublin,Whiskey - Irish,Redbreast 12 Years Old Single Malt,10.00,67.6,23.0000,52698,
107944,1,1,Beverages,Shelbourne Park Dublin,Whisky - Scotch,Black & White,5.40,77.79,23.0000,52704,
107273,1,1,Beverages,Shelbourne Park Dublin,White Wine Bottle,Borsari Pinot Grigio Garganega Italy 75cl,29.90,73.66,23.0000,52476,
107304,1,1,Beverages,Shelbourne Park Dublin,White Wine Bottle,Lopez de Haro Rosado Spain 75cl,32.00,66.88,23.0000,52483,
107330,1,1,Beverages,Shelbourne Park Dublin,White Wine Bottle,Marlborough Sun Sauvignon Blanc 75cl,43.00,67.86,23.0000,52491,
107340,1,1,Beverages,Shelbourne Park Dublin,White Wine Bottle,Montanas Y Mar Sauvignon Blanc Chile 75cl,29.90,71.94,23.0000,52498,
107272,1,1,Beverages,Shelbourne Park Dublin,White Wine Bottle,Tocornal Chardonnay Chile 75cl,29.00,72.34,23.0000,52475,
107276,2,4.2,Beverages,Shelbourne Park Dublin,White Wine Glass,Borsari Pinot Grigio Garganega Italy 75cl,8.00,76.56,23.0000,52476,
107341,2,4.2,Beverages,Shelbourne Park Dublin,White Wine Glass,Montanas Y Mar Sauvignon Blanc Chile 75cl,8.00,75.03,23.0000,52498,
107275,2,4.2,Beverages,Shelbourne Park Dublin,White Wine Glass,Tocornal Chardonnay Chile 75cl,7.50,74.53,23.0000,52475,
108376,Dessert,1,Food,Galway,2 Course Menu  €35,Apple & Rhubarb Crumble GWY,7.50,70,9.0000,52213,
108380,Starter,1,Food,Galway,2 Course Menu  €35,Carrot & Ginger Soup w/ Wholemeal Scone GWY,7.50,70,9.0000,52265,
108379,Starter,1,Food,Galway,2 Course Menu  €35,Oriental Chicken Springroll GWY,7.50,70,9.0000,52276,
111689,Main Course,1,Food,Galway,2 Course Menu  €35,Oven Baked Fillet of Atlantic Cod GWY,20.00,75,9.0000,54043,
111699,Main Course,1,Food,Galway,2 Course Menu  €35,Pan Fried Potato Gnocchi GWY,20.00,75,9.0000,54049,
111692,Main Course,1,Food,Galway,2 Course Menu  €35,Pan Fried Supreme of Clonakilty Chicken GWY,20.00,75,9.0000,54044,
111683,Starter,1,Food,Galway,2 Course Menu  €35,Panko Encrusted Fish Cake GWY,7.50,75,9.0000,54041,
111686,Main Course,1,Food,Galway,2 Course Menu  €35,Slow Braised Blade of Angus Beef GWY,20.00,75,9.0000,54042,
111696,Main Course,1,Food,Galway,2 Course Menu  €35,Slow Cooked Confit Barbary Duck Leg GWY ,20.00,65,9.0000,54047,
108377,Dessert,1,Food,Galway,2 Course Menu  €35,Sticky Toffee Pudding GWY,7.50,70,9.0000,52164,
108378,Dessert,1,Food,Galway,2 Course Menu  €35,Summer Berry Cheesecake GWY,7.50,70,9.0000,52227,
111680,Starter,1,Food,Galway,2 Course Menu  €35,Warm Black Pudding Salad GWY,7.50,75,9.0000,54040,
108381,Dessert,1,Food,Galway,3 Course Menu  €40,Apple & Rhubarb Crumble GWY,7.50,70,9.0000,52213,
108385,Starter,1,Food,Galway,3 Course Menu  €40,Carrot & Ginger Soup w/ Wholemeal Scone GWY,7.50,70,9.0000,52265,
108384,Starter,1,Food,Galway,3 Course Menu  €40,Oriental Chicken Springroll GWY,7.50,70,9.0000,52276,
111690,Main Course,1,Food,Galway,3 Course Menu  €40,Oven Baked Fillet of Atlantic Cod GWY,20.00,75,9.0000,54043,
111700,Main Course,1,Food,Galway,3 Course Menu  €40,Pan Fried Potato Gnocchi GWY,20.00,75,9.0000,54049,
111693,Main Course,1,Food,Galway,3 Course Menu  €40,Pan Fried Supreme of Clonakilty Chicken GWY,20.00,75,9.0000,54044,
111684,Starter,1,Food,Galway,3 Course Menu  €40,Panko Encrusted Fish Cake GWY,7.50,75,9.0000,54041,
111687,Main Course,1,Food,Galway,3 Course Menu  €40,Slow Braised Blade of Angus Beef GWY,20.00,75,9.0000,54042,
111697,Main Course,1,Food,Galway,3 Course Menu  €40,Slow Cooked Confit Barbary Duck Leg GWY ,20.00,65,9.0000,54047,
108383,Dessert,1,Food,Galway,3 Course Menu  €40,Sticky Toffee Pudding GWY,7.50,70,9.0000,52164,
108382,Dessert,1,Food,Galway,3 Course Menu  €40,Summer Berry Cheesecake GWY,7.50,70,9.0000,52227,
111681,Starter,1,Food,Galway,3 Course Menu  €40,Warm Black Pudding Salad GWY,7.50,75,9.0000,54040,
108373,Dessert,1,Food,Galway,Bistro Menu,Apple & Rhubarb Crumble GWY,7.50,70,9.0000,52213,
108370,Starter,1,Food,Galway,Bistro Menu,Carrot & Ginger Soup w/ Wholemeal Scone GWY,7.50,70,9.0000,52265,
108371,Starter,1,Food,Galway,Bistro Menu,Oriental Chicken Springroll GWY,7.50,70,9.0000,52276,
111688,Main Course,1,Food,Galway,Bistro Menu,Oven Baked Fillet of Atlantic Cod GWY,20.00,75,9.0000,54043,
111698,Main Course,1,Food,Galway,Bistro Menu,Pan Fried Potato Gnocchi GWY,20.00,75,9.0000,54049,
111691,Main Course,1,Food,Galway,Bistro Menu,Pan Fried Supreme of Clonakilty Chicken GWY,20.00,75,9.0000,54044,
111682,Starter,1,Food,Galway,Bistro Menu,Panko Encrusted Fish Cake GWY,7.50,75,9.0000,54041,
111685,Main Course,1,Food,Galway,Bistro Menu,Slow Braised Blade of Angus Beef GWY,20.00,75,9.0000,54042,
111695,Main Course,1,Food,Galway,Bistro Menu,Slow Cooked Confit Barbary Duck Leg GWY ,20.00,65,9.0000,54047,
108374,Dessert,1,Food,Galway,Bistro Menu,Sticky Toffee Pudding GWY,7.50,70,9.0000,52164,
108375,Dessert,1,Food,Galway,Bistro Menu,Summer Berry Cheesecake GWY,7.50,70,9.0000,52227,
111679,Starter,1,Food,Galway,Bistro Menu,Warm Black Pudding Salad GWY,7.50,75,9.0000,54040,
111744,Take away,1,Food,Galway,Fast Food,Burger GWY,6.00,65,9.0000,54059,
111743,Take away,1,Food,Galway,Fast Food,Burger Meal GWY,11.50,65,9.0000,54058,
111741,Take away,1,Food,Galway,Fast Food,Chicken Goujons 3 Pieces Meal GWY,10.00,65,9.0000,54051,
111742,Take away,1,Food,Galway,Fast Food,Chicken Goujons 5 Pieces Meal GWY,11.95,65,9.0000,54056,
111761,Take away,1,Food,Galway,Fast Food,Curry & Cheese Chips GWY,4.50,65,9.0000,52471,
111749,Take away,1,Food,Galway,Fast Food,Curry Chips GWY,3.50,65,9.0000,52470,
111746,Take away,1,Food,Galway,Fast Food,Fish & Chips GWY,11.50,65,9.0000,54068,
111754,Take away,1,Food,Galway,Fast Food,Gourmet Burger GWY,7.25,70,9.0000,54069,
111745,Take away,1,Food,Galway,Fast Food,Regular Chips GWY,3.00,75,9.0000,52469,
111704,Side,1,Food,Galway,Sides,Regular Chips GWY,4.00,75,9.0000,52469,
107373,1,1,Food,Head Office Food Menu,Dublin Snacks,Jacobs Club Milk Bar 24g ,1.30,75.81,9.0000,52537,
107372,1,1,Food,Head Office Food Menu,Dublin Snacks,Kit Kat Chocolate Bar 41.5g,2.00,69.3,9.0000,52536,
107371,1,1,Food,Head Office Food Menu,Dublin Snacks,Pringles Sour Cream & Onion 40g,2.00,59.26,9.0000,52535,
107369,1,1,Food,Head Office Food Menu,Dublin Snacks,Twix Chocolate Bar 50g,2.00,61.7,9.0000,52532,
111717,Dessert,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Apple & Rhubarb Crumble GWY,7.50,70,9.0000,52213,
111726,Starter,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Carrot & Ginger Soup w/ Wholemeal Scone GWY,7.50,70,9.0000,52265,
111725,Starter,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Oriental Chicken Springroll GWY,7.50,70,9.0000,52276,
111721,Main Course,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Oven Baked Fillet of Atlantic Cod GWY,20.00,75,9.0000,54043,
111724,Main Course,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Pan Fried Potato Gnocchi GWY,20.00,75,9.0000,54049,
111722,Main Course,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Pan Fried Supreme of Clonakilty Chicken GWY,20.00,75,9.0000,54044,
111728,Starter,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Panko Encrusted Fish Cake GWY,7.50,75,9.0000,54041,
111720,Main Course,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Slow Braised Blade of Angus Beef GWY,20.00,75,9.0000,54042,
111723,Main Course,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Slow Cooked Confit Barbary Duck Leg GWY ,20.00,65,9.0000,54047,
111718,Dessert,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Sticky Toffee Pudding GWY,7.50,70,9.0000,52164,
111719,Dessert,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Summer Berry Cheesecake GWY,7.50,70,9.0000,52227,
111727,Starter,1,Food,Head Office Food Menu,Galway 2 Course Menu  €35,Warm Black Pudding Salad GWY,7.50,75,9.0000,54040,
111729,Dessert,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Apple & Rhubarb Crumble GWY,7.50,70,9.0000,52213,
111738,Starter,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Carrot & Ginger Soup w/ Wholemeal Scone GWY,7.50,70,9.0000,52265,
111737,Starter,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Oriental Chicken Springroll GWY,7.50,70,9.0000,52276,
111733,Main Course,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Oven Baked Fillet of Atlantic Cod GWY,20.00,75,9.0000,54043,
111736,Main Course,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Pan Fried Potato Gnocchi GWY,20.00,75,9.0000,54049,
111734,Main Course,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Pan Fried Supreme of Clonakilty Chicken GWY,20.00,75,9.0000,54044,
111740,Starter,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Panko Encrusted Fish Cake GWY,7.50,75,9.0000,54041,
111732,Main Course,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Slow Braised Blade of Angus Beef GWY,20.00,75,9.0000,54042,
111735,Main Course,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Slow Cooked Confit Barbary Duck Leg GWY ,20.00,65,9.0000,54047,
111731,Dessert,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Sticky Toffee Pudding GWY,7.50,70,9.0000,52164,
111730,Dessert,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Summer Berry Cheesecake GWY,7.50,70,9.0000,52227,
111739,Starter,1,Food,Head Office Food Menu,Galway 3 Course Menu  €40,Warm Black Pudding Salad GWY,7.50,75,9.0000,54040,
111705,Dessert,1,Food,Head Office Food Menu,Galway Bistro Menu,Apple & Rhubarb Crumble GWY,7.50,70,9.0000,52213,
111715,Starter,1,Food,Head Office Food Menu,Galway Bistro Menu,Carrot & Ginger Soup w/ Wholemeal Scone GWY,7.50,70,9.0000,52265,
111716,Starter,1,Food,Head Office Food Menu,Galway Bistro Menu,Oriental Chicken Springroll GWY,7.50,70,9.0000,52276,
111709,Main Course,1,Food,Head Office Food Menu,Galway Bistro Menu,Oven Baked Fillet of Atlantic Cod GWY,20.00,75,9.0000,54043,
111712,Main Course,1,Food,Head Office Food Menu,Galway Bistro Menu,Pan Fried Potato Gnocchi GWY,20.00,75,9.0000,54049,
111710,Main Course,1,Food,Head Office Food Menu,Galway Bistro Menu,Pan Fried Supreme of Clonakilty Chicken GWY,20.00,75,9.0000,54044,
111714,Starter,1,Food,Head Office Food Menu,Galway Bistro Menu,Panko Encrusted Fish Cake GWY,7.50,75,9.0000,54041,
111708,Main Course,1,Food,Head Office Food Menu,Galway Bistro Menu,Slow Braised Blade of Angus Beef GWY,20.00,75,9.0000,54042,
111711,Main Course,1,Food,Head Office Food Menu,Galway Bistro Menu,Slow Cooked Confit Barbary Duck Leg GWY ,20.00,65,9.0000,54047,
111706,Dessert,1,Food,Head Office Food Menu,Galway Bistro Menu,Sticky Toffee Pudding GWY,7.50,70,9.0000,52164,
111707,Dessert,1,Food,Head Office Food Menu,Galway Bistro Menu,Summer Berry Cheesecake GWY,7.50,70,9.0000,52227,
111713,Starter,1,Food,Head Office Food Menu,Galway Bistro Menu,Warm Black Pudding Salad GWY,7.50,75,9.0000,54040,
111765,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Burger GWY,6.00,65,9.0000,54059,
111764,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Burger Meal GWY,11.50,65,9.0000,54058,
111762,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Chicken Goujons 3 Pieces Meal GWY,10.00,65,9.0000,54051,
111763,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Chicken Goujons 5 Pieces Meal GWY,11.95,65,9.0000,54056,
111770,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Curry & Cheese Chips GWY,4.50,65,9.0000,52471,
111768,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Curry Chips GWY,3.50,65,9.0000,52470,
111767,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Fish & Chips GWY,11.50,65,9.0000,54068,
111769,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Gourmet Burger GWY,7.25,70,9.0000,54069,
111766,Take away,1,Food,Head Office Food Menu,Galway Fast Food,Regular Chips GWY,3.00,75,9.0000,52469,
111676,3,1,Food,Kilcohan Park Waterford,Bistro Menu,Apple Pie WFD,6.50,70,9.0000,54036,
111677,3,1,Food,Kilcohan Park Waterford,Bistro Menu,Baileys Cheesecake WFD,6.50,68,9.0000,54037,
111669,1,1,Food,Kilcohan Park Waterford,Bistro Menu,Brie Cheese WFD,6.50,75,9.0000,54029,
111670,1,1,Food,Kilcohan Park Waterford,Bistro Menu,Caeser Salad WFD,6.50,75,9.0000,54030,
111672,2,1,Food,Kilcohan Park Waterford,Bistro Menu,Chicken & Mushroom Pie WFD,0.00,0,9.0000,54032,
111675,3,1,Food,Kilcohan Park Waterford,Bistro Menu,Chocolate Fondant WFD,6.50,72,9.0000,54035,
111673,2,1,Food,Kilcohan Park Waterford,Bistro Menu,Classic Burger WFD,16.95,75,9.0000,54033,
111674,2,1,Food,Kilcohan Park Waterford,Bistro Menu,Roast Pork Belly WFD,16.95,72,9.0000,54034,
111671,Starter,1,Food,Kilcohan Park Waterford,Bistro Menu,Vegetable Soup WFD,6.00,80,9.0000,54031,
111810,Starter,1,Food,Limerick,2 Course Menu €35,Caeser Salad LMK,7.95,85,9.0000,54079,
111803,Starter,1,Food,Limerick,2 Course Menu €35,Chicken & Mushroom Vol au Vent LMK,6.50,70,9.0000,54076,
111830,Main Course,1,Food,Limerick,2 Course Menu €35,Fillet of Hake LMK,17.95,70,9.0000,54089,
111871,Dessert,1,Food,Limerick,2 Course Menu €35,Selection of Glenown Ice Creams LMK,5.95,80,9.0000,54112,
111806,Starter,1,Food,Limerick,2 Course Menu €35,Smoked Salmon Tartlet LMK,7.95,70,9.0000,54077,
111799,Starter,1,Food,Limerick,2 Course Menu €35,Soup Portion LMK,6.50,85,9.0000,54075,
111849,Mains Course,1,Food,Limerick,2 Course Menu €35,Supreme of Chicken LMK,17.95,75,9.0000,54099,
111857,Mains Course,1,Food,Limerick,2 Course Menu €35,Tortellini Filled With Spinach LMK,17.95,75,9.0000,54101,
111811,Starter,1,Food,Limerick,3 Course Menu €40,Caeser Salad LMK,7.95,85,9.0000,54079,
111804,Starter,1,Food,Limerick,3 Course Menu €40,Chicken & Mushroom Vol au Vent LMK,6.50,70,9.0000,54076,
111831,Main Course,1,Food,Limerick,3 Course Menu €40,Fillet of Hake LMK,17.95,70,9.0000,54089,
111872,Dessert,1,Food,Limerick,3 Course Menu €40,Selection of Glenown Ice Creams LMK,5.95,80,9.0000,54112,
111807,Starter,1,Food,Limerick,3 Course Menu €40,Smoked Salmon Tartlet LMK,7.95,70,9.0000,54077,
111800,Starter,1,Food,Limerick,3 Course Menu €40,Soup Portion LMK,6.50,85,9.0000,54075,
111850,Mains Course,1,Food,Limerick,3 Course Menu €40,Supreme of Chicken LMK,17.95,75,9.0000,54099,
111858,Mains Course,1,Food,Limerick,3 Course Menu €40,Tortellini Filled With Spinach LMK,17.95,75,9.0000,54101,
111860,Dessert,1,Food,Limerick,A La Carte Menu,Chocolate Fondant LMK,7.50,75,9.0000,54104,
111837,Main Course,1,Food,Limerick,A La Carte Menu,Steak LMK,28.00,70,9.0000,54092,
111809,Starter,1,Food,Limerick,Bistro Menu,Caeser Salad LMK,7.95,85,9.0000,54079,
111802,Starter,1,Food,Limerick,Bistro Menu,Chicken & Mushroom Vol au Vent LMK,6.50,70,9.0000,54076,
111829,Main Course,1,Food,Limerick,Bistro Menu,Fillet of Hake LMK,17.95,70,9.0000,54089,
111870,Dessert,1,Food,Limerick,Bistro Menu,Selection of Glenown Ice Creams LMK,5.95,80,9.0000,54112,
111805,Starter,1,Food,Limerick,Bistro Menu,Smoked Salmon Tartlet LMK,7.95,70,9.0000,54077,
111798,Starter,1,Food,Limerick,Bistro Menu,Soup Portion LMK,6.50,85,9.0000,54075,
111848,Mains Course,1,Food,Limerick,Bistro Menu,Supreme of Chicken LMK,17.95,75,9.0000,54099,
111856,Mains Course,1,Food,Limerick,Bistro Menu,Tortellini Filled With Spinach LMK,17.95,75,9.0000,54101,
112980,Dessert,1,Food,Shelbourne Park Dublin,2 Course Kids Menu €16.50,Selection of Ice Creams DUB,7.00,75,9.0000,54816,
112954,Main Course,1,Food,Shelbourne Park Dublin,2 Course Menu €40,Roast Breast of Chicken DUB,19.50,80,9.0000,54802,
112963,Main Course,1,Food,Shelbourne Park Dublin,2 Course Menu €40,Roast Crispy Pork Belly DUB,22.95,0,9.0000,54806,
112950,Main Course,1,Food,Shelbourne Park Dublin,2 Course Menu €40,Slow Braised Blade of Angus Beef DUB,21.50,80,9.0000,54797,
112981,Dessert,1,Food,Shelbourne Park Dublin,3 Course Kids Menu €20,Selection of Ice Creams DUB,7.00,75,9.0000,54816,
112377,Starter,1,Food,Shelbourne Park Dublin,3 Course Kids Menu €20,Soup Portion DUB,5.00,85,9.0000,54476,
112446,Starter,1,Food,Shelbourne Park Dublin,3 Course Menu €45,Crispy Fried Goat Cheese DUB,8.50,85,9.0000,54504,
112379,Starter,1,Food,Shelbourne Park Dublin,3 Course Menu €45,Hot & Spacy Chicken Wings DUB,8.50,75,9.0000,54477,
112955,Main Course,1,Food,Shelbourne Park Dublin,3 Course Menu €45,Roast Breast of Chicken DUB,19.50,80,9.0000,54802,
112964,Main Course,1,Food,Shelbourne Park Dublin,3 Course Menu €45,Roast Crispy Pork Belly DUB,22.95,0,9.0000,54806,
112949,Main Course,1,Food,Shelbourne Park Dublin,3 Course Menu €45,Slow Braised Blade of Angus Beef DUB,21.50,80,9.0000,54797,
112376,Starter,1,Food,Shelbourne Park Dublin,3 Course Menu €45,Soup Portion DUB,7.50,90,9.0000,54476,
112378,Starter,1,Food,Shelbourne Park Dublin,Bistro Menu,Hot & Spacy Chicken Wings DUB,10.50,75,9.0000,54477,
112951,Main Course,1,Food,Shelbourne Park Dublin,Bistro Menu,Roast Breast of Chicken DUB,19.50,80,9.0000,54802,
112960,Main Course,1,Food,Shelbourne Park Dublin,Bistro Menu,Roast Crispy Pork Belly DUB,22.95,80,9.0000,54806,
